gene_id,gene_full_id,mean_log,var_log,detected_cells,detected_fraction,original_index,acute_vs_control_log_delta,p53DN_vs_p53WT_log_delta,candidate_score,gene_symbol,biotype,description,seq_region_name
ENSG00000160213,ENSG00000160213.7,2.0513954,0.06831638,9200,0.9998913161612868,16338,0.019921064,0.04404545,0.06396751,CSTB,protein_coding,cystatin B [Source:HGNC Symbol;Acc:HGNC:2482],21
ENSG00000142507,ENSG00000142507.9,0.93241584,0.09735714,9155,0.9950005434191936,2420,0.005903423,0.058026373,0.063930795,PSMB6,protein_coding,proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543],17
ENSG00000119048,ENSG00000119048.7,0.79921246,0.07114175,9114,0.9905445060319532,17819,0.019715965,0.0442093,0.063926265,UBE2B,protein_coding,ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473],5
ENSG00000101084,ENSG00000101084.17,0.4905334,0.06028551,8614,0.9362025866753614,6264,-0.0035094023,-0.060369313,0.06387971,RAB5IF,protein_coding,RAB5 interacting factor [Source:HGNC Symbol;Acc:HGNC:15870],20
ENSG00000105887,ENSG00000105887.10,0.69348407,0.065466374,9039,0.9823932181284644,1337,0.053051353,0.010804474,0.063856825,MTPN,protein_coding,myotrophin [Source:HGNC Symbol;Acc:HGNC:15667],7
ENSG00000167863,ENSG00000167863.11,1.3986273,0.07654349,9200,0.9998913161612868,13597,-0.029263616,0.034538865,0.06380348,ATP5PD,protein_coding,ATP synthase peripheral stalk subunit d [Source:HGNC Symbol;Acc:HGNC:845],17
ENSG00000176208,ENSG00000176208.8,0.22870179,0.061825164,6006,0.6527551353113792,18736,-0.031508908,0.032201618,0.063711524,ATAD5,protein_coding,ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752],17
ENSG00000165280,ENSG00000165280.15,0.8143782,0.09799729,9126,0.9918487120965112,9032,-0.03351122,0.030118585,0.063630804,VCP,protein_coding,valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666],9
ENSG00000037241,ENSG00000037241.7,0.6757336,0.06601053,9026,0.9809803282251928,3045,-0.05832374,0.005299926,0.063624665,RPL26L1,protein_coding,ribosomal protein L26 like 1 [Source:HGNC Symbol;Acc:HGNC:17050],5
ENSG00000198843,ENSG00000198843.12,0.53061116,0.0625607,8799,0.9563090968373004,17979,0.027578592,0.035990715,0.063570306,SELENOT,protein_coding,selenoprotein T [Source:HGNC Symbol;Acc:HGNC:18136],3
ENSG00000197965,ENSG00000197965.11,0.5745999,0.06317641,8853,0.9621780241278122,4488,-0.026533306,0.036982954,0.06351726,MPZL1,protein_coding,myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226],1
ENSG00000131508,ENSG00000131508.15,1.2882543,0.07717089,9188,0.9985871100967286,6832,0.0014792681,0.061734915,0.06321518,UBE2D2,protein_coding,ubiquitin conjugating enzyme E2 D2 [Source:HGNC Symbol;Acc:HGNC:12475],5
ENSG00000135829,ENSG00000135829.16,0.49985978,0.061541036,8701,0.9456580806434084,2656,-0.050907224,0.0122305155,0.06313874,DHX9,protein_coding,DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750],1
ENSG00000165644,ENSG00000165644.10,0.52323097,0.06746106,8680,0.9433757200304316,16865,0.015454233,-0.047643602,0.06309883,COMTD1,protein_coding,catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309],10
ENSG00000112237,ENSG00000112237.12,0.6777419,0.067238726,9035,0.9819584827736116,6754,0.035308182,0.027717471,0.06302665,CCNC,protein_coding,cyclin C [Source:HGNC Symbol;Acc:HGNC:1581],6
ENSG00000181991,ENSG00000181991.15,0.6762543,0.07087172,9012,0.9794587544832084,12072,-0.016724706,0.046209693,0.0629354,MRPS11,protein_coding,mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050],15
ENSG00000168259,ENSG00000168259.14,0.5464027,0.06797372,8828,0.9594609281599826,10671,-0.03137362,0.03136158,0.0627362,DNAJC7,protein_coding,DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392],17
ENSG00000066855,ENSG00000066855.15,0.5318775,0.06210945,8745,0.9504401695467884,1762,-0.023957849,0.03873539,0.06269424,MTFR1,protein_coding,mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510],8
ENSG00000102225,ENSG00000102225.15,0.5764756,0.061981197,8846,0.96141723725682,4803,0.022607088,0.039965868,0.062573954,CDK16,protein_coding,cyclin dependent kinase 16 [Source:HGNC Symbol;Acc:HGNC:8749],X
ENSG00000119314,ENSG00000119314.15,0.54737514,0.06539775,8788,0.9551135746114552,1550,0.017437518,-0.045006096,0.062444612,PTBP3,protein_coding,polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253],9
ENSG00000129562,ENSG00000129562.10,0.93509144,0.08443824,9153,0.9947831757417672,2592,0.028039634,0.034347832,0.062388465,DAD1,protein_coding,defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664],14
ENSG00000100522,ENSG00000100522.9,0.53019834,0.065476835,8747,0.9506575372242148,3194,-0.021297038,0.040840626,0.06213866,GNPNAT1,protein_coding,glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980],14
ENSG00000118363,ENSG00000118363.11,0.71891445,0.09434199,9050,0.9835887403543092,22574,0.00796634,0.054120123,0.06208746,SPCS2,protein_coding,signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962],11
ENSG00000147862,ENSG00000147862.16,0.553386,0.08366215,8586,0.9331594391913922,2763,0.0011198521,0.060964167,0.062085018,NFIB,protein_coding,nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785],9
ENSG00000128789,ENSG00000128789.20,0.72977257,0.06950946,9065,0.9852189979350072,5842,-0.027629673,0.034383893,0.062014565,PSMG2,protein_coding,proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929],18
ENSG00000136943,ENSG00000136943.10,0.27618903,0.064169586,6682,0.7262254102814911,7320,-0.0099515915,0.051840603,0.061793193,CTSV,protein_coding,cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538],9
ENSG00000114861,ENSG00000114861.20,0.6266999,0.06450103,8988,0.976850342354092,19793,0.016073525,-0.045714498,0.06178902,FOXP1,protein_coding,forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823],3
ENSG00000155876,ENSG00000155876.5,0.41590372,0.060211603,8268,0.8985979784806,5961,0.024542212,0.03721127,0.06175448,RRAGA,protein_coding,Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963],9
ENSG00000127914,ENSG00000127914.16,0.58990335,0.07019004,8841,0.960873818063254,8866,0.039589107,0.022125721,0.061715826,AKAP9,protein_coding,A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379],7
ENSG00000079246,ENSG00000079246.15,0.9871909,0.10431128,9168,0.9964134333224648,22580,-0.03989315,0.021816373,0.06171052,XRCC5,protein_coding,X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833],2
ENSG00000173812,ENSG00000173812.10,2.898657,0.07022991,9201,1.0,2409,-0.05303955,-0.008643866,0.061684415,EIF1,protein_coding,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249],17
ENSG00000000419,ENSG00000000419.12,0.40245846,0.06975873,8097,0.8800130420606456,13453,-0.042417794,0.019232154,0.061650947,DPM1,protein_coding,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",20
ENSG00000084234,ENSG00000084234.17,0.93508506,0.08534248,9164,0.9959786979676122,20960,0.033584774,0.027935207,0.06152098,APLP2,protein_coding,amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598],11
ENSG00000086232,ENSG00000086232.12,0.54488957,0.06139738,8815,0.9580480382567113,6086,0.01231724,0.04918182,0.061500058,EIF2AK1,protein_coding,eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921],7
ENSG00000183741,ENSG00000183741.11,0.44307977,0.112289645,7732,0.8403434409303336,17888,0.008710712,-0.052781343,0.061493054,CBX6,protein_coding,chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556],22
ENSG00000159166,ENSG00000159166.13,0.73616236,0.07691497,8989,0.9769590261928052,11425,-0.029911399,0.031523585,0.061435983,LAD1,protein_coding,ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472],1
ENSG00000184164,ENSG00000184164.14,0.53569764,0.06588979,8724,0.9481578089338116,2484,0.03418255,0.027246296,0.061429843,CRELD2,protein_coding,CRELD disulfide isomerase 2 [Source:HGNC Symbol;Acc:HGNC:28150],22
ENSG00000122952,ENSG00000122952.16,0.39421824,0.0776134,7604,0.8264319095750462,14711,-0.0074876547,0.05377081,0.061259463,ZWINT,protein_coding,ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195],10
ENSG00000100345,ENSG00000100345.21,0.5707052,0.07243582,8801,0.9565264645147268,22231,-0.03666681,-0.02458793,0.06125574,MYH9,protein_coding,myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579],22
ENSG00000145495,ENSG00000145495.15,0.7260629,0.0690659,9093,0.9882621454189762,3977,0.05767399,0.0035242438,0.061199233,MARCHF6,protein_coding,membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550],5
ENSG00000114867,ENSG00000114867.20,0.7758302,0.07273253,9106,0.9896750353222477,1757,-0.03574568,0.025439322,0.061186,EIF4G1,protein_coding,eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296],3
ENSG00000182670,ENSG00000182670.13,0.48558193,0.061035708,8627,0.9376154765786328,19256,0.05746302,0.0035930574,0.061057076,TTC3,protein_coding,tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393],21
ENSG00000115307,ENSG00000115307.16,1.1245896,0.06633304,9186,0.9983697424193022,8513,-0.048808813,-0.012116075,0.060925886,AUP1,protein_coding,AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891],2
ENSG00000084623,ENSG00000084623.11,0.98259765,0.10198687,9178,0.9975002717095968,13379,-0.032866,0.02796477,0.06083177,EIF3I,protein_coding,eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272],1
ENSG00000125753,ENSG00000125753.13,0.50782436,0.06253566,8680,0.9433757200304316,6291,-0.015815198,0.044748604,0.0605648,VASP,protein_coding,vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652],19
ENSG00000176386,ENSG00000176386.8,0.8491465,0.0767358,9126,0.9918487120965112,17935,0.031565428,-0.028906405,0.06047283,CDC26,protein_coding,cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839],9
ENSG00000017797,ENSG00000017797.12,0.984929,0.070946,9158,0.9953265949353332,15075,0.015826344,0.044631183,0.060458526,RALBP1,protein_coding,ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841],18
ENSG00000006007,ENSG00000006007.11,0.5130493,0.062277075,8680,0.9433757200304316,14917,0.05082965,0.009598613,0.06042926,GDE1,protein_coding,glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644],16
ENSG00000135486,ENSG00000135486.17,1.861153,0.07148375,9201,1.0,13042,-0.009427905,-0.050893545,0.06032245,HNRNPA1,protein_coding,heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031],12
ENSG00000115866,ENSG00000115866.10,0.47338015,0.06326938,8549,0.9291381371590044,13920,-0.053813607,-0.006493628,0.060308233,DARS1,protein_coding,aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678],2
ENSG00000166012,ENSG00000166012.16,0.67655,0.07570018,9009,0.9791327029670688,21327,-0.011984348,-0.048201382,0.06018673,TAF1D,protein_coding,"TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]",11
ENSG00000131504,ENSG00000131504.16,0.57378983,0.06673713,8868,0.96380828170851,8712,0.013854802,0.04601413,0.05986993,DIAPH1,protein_coding,diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876],5
ENSG00000164934,ENSG00000164934.13,0.517846,0.094096646,8608,0.9355504836430822,9770,-0.056292146,0.0035136342,0.05980678,DCAF13,protein_coding,DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535],8
ENSG00000182199,ENSG00000182199.10,0.47380745,0.061679073,8549,0.9291381371590044,6731,-0.02419445,0.035594225,0.059789672,SHMT2,protein_coding,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852],12
ENSG00000165629,ENSG00000165629.19,1.2668346,0.096051924,9194,0.9992392131290078,4958,-0.04939246,0.010336757,0.059730217,ATP5F1C,protein_coding,ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833],10
ENSG00000131876,ENSG00000131876.16,0.98031515,0.10724545,9155,0.9950005434191936,21077,0.017819703,0.041856587,0.059677288,SNRPA1,protein_coding,small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152],15
ENSG00000138363,ENSG00000138363.14,0.4728795,0.070950754,8527,0.9267470927073144,18352,-0.04474318,0.0148766935,0.059620872,ATIC,protein_coding,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794],2
ENSG00000109390,ENSG00000109390.11,1.3776591,0.08370639,9191,0.998913161612868,11854,-0.05464208,-0.0049238205,0.0595669,NDUFC1,protein_coding,NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705],4
ENSG00000116478,ENSG00000116478.11,0.4663237,0.0661099,8527,0.9267470927073144,15116,0.036361426,0.023160756,0.05952318,HDAC1,protein_coding,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852],1
ENSG00000183617,ENSG00000183617.4,0.68799657,0.06882494,9033,0.9817411150961852,16885,0.03151393,0.02793479,0.059449717,MRPL54,protein_coding,mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685],19
ENSG00000159069,ENSG00000159069.13,0.4896278,0.061734244,8568,0.9312031300945548,5637,0.03752491,-0.02182746,0.059353366,FBXW5,protein_coding,F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613],9
ENSG00000117362,ENSG00000117362.12,0.6147693,0.062343344,8938,0.9714161504184328,1546,-0.011308789,0.047992826,0.059302613,APH1A,protein_coding,aph-1A gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509],1
ENSG00000139428,ENSG00000139428.11,0.6368077,0.067326434,8956,0.97337245951527,5158,0.034514844,0.024761915,0.059277758,MMAB,protein_coding,metabolism of cobalamin associated B [Source:HGNC Symbol;Acc:HGNC:19331],12
ENSG00000136830,ENSG00000136830.11,0.41138363,0.06322888,8168,0.8877295946092816,19505,-0.012331337,-0.046855837,0.059188172,NIBAN2,protein_coding,niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282],9
ENSG00000071626,ENSG00000071626.16,0.8377936,0.06992859,9121,0.9913052929029452,1088,-0.0043022633,0.05485761,0.059160873,DAZAP1,protein_coding,DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683],19
ENSG00000149357,ENSG00000149357.9,1.2418482,0.06612829,9184,0.998152374741876,19360,0.031989098,0.027121782,0.05911188,LAMTOR1,protein_coding,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]",11
ENSG00000109062,ENSG00000109062.11,0.6655173,0.06769421,9011,0.9793500706444952,21233,0.007140279,0.051950812,0.05909209,NHERF1,protein_coding,NHERF family PDZ scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:11075],17
ENSG00000129128,ENSG00000129128.12,0.57061374,0.06932203,8796,0.9559830453211609,10083,0.028269887,0.030719638,0.058990523,SPCS3,protein_coding,signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212],4
ENSG00000168061,ENSG00000168061.14,0.54305017,0.06875741,8709,0.9465275513531138,15699,-0.052012026,0.006738901,0.058751926,SAC3D1,protein_coding,SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179],11
ENSG00000173141,ENSG00000173141.4,0.8944002,0.068225704,9158,0.9953265949353332,22509,-0.01826471,0.04042381,0.05868952,MRPL57,protein_coding,mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514],13
ENSG00000175193,ENSG00000175193.13,0.54531825,0.060814258,8826,0.9592435604825562,9643,-0.018301606,0.04034823,0.058650836,PARL,protein_coding,presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253],3
ENSG00000168288,ENSG00000168288.12,0.78064823,0.07002893,9085,0.9873926747092708,17949,0.0048124194,-0.053735137,0.058548555,MMADHC,protein_coding,metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221],2
ENSG00000097021,ENSG00000097021.19,0.6159577,0.068740256,8945,0.9721769372894252,1242,-0.012276053,0.045795023,0.058072075,ACOT7,protein_coding,acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157],1
ENSG00000186184,ENSG00000186184.17,0.9967778,0.066533156,9173,0.9969568525160308,13754,-0.04475838,-0.013277292,0.05803667,POLR1D,protein_coding,RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422],13
ENSG00000149485,ENSG00000149485.18,0.76521933,0.09034663,9008,0.9790240191283556,20046,-0.017521918,-0.04046148,0.057984397,FADS1,protein_coding,fatty acid desaturase 1 [Source:HGNC Symbol;Acc:HGNC:3574],11
ENSG00000131981,ENSG00000131981.15,1.2741342,0.10686114,9190,0.9988044777741548,15322,-0.044089437,0.013853312,0.057943746,LGALS3,protein_coding,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563],14
ENSG00000111716,ENSG00000111716.12,2.0981512,0.10836139,9201,1.0,13263,-0.05429125,-0.0035045147,0.05779676,LDHB,protein_coding,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541],12
ENSG00000104341,ENSG00000104341.16,1.1032065,0.071691856,9192,0.9990218454515812,22239,-0.0130444765,0.044736147,0.05778162,LAPTM4B,protein_coding,lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646],8
ENSG00000100354,ENSG00000100354.20,0.38265783,0.061965425,7974,0.866644929898924,6594,0.041042835,0.01661551,0.057659343,TNRC6B,protein_coding,trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190],22
ENSG00000067182,ENSG00000067182.7,0.50843436,0.064770065,8689,0.94435387457885,7382,0.027566016,0.03003937,0.057606384,TNFRSF1A,protein_coding,TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916],12
ENSG00000131507,ENSG00000131507.10,0.6043295,0.06838302,8921,0.9695685251603088,13721,0.00027531385,0.05726534,0.057541654,NDFIP1,protein_coding,Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592],5
ENSG00000175166,ENSG00000175166.16,0.6498912,0.09238763,8920,0.9694598413215956,2084,-0.026120842,0.031395316,0.057517156,PSMD2,protein_coding,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]",3
ENSG00000176170,ENSG00000176170.13,0.3002747,0.06182055,6888,0.7486142810564069,1139,-0.0385198,0.018932372,0.05745317,SPHK1,protein_coding,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240],17
ENSG00000120963,ENSG00000120963.11,1.6187519,0.07176739,9198,0.9996739484838604,15151,-0.051307797,-0.0060619116,0.057370707,ZNF706,protein_coding,zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992],8
ENSG00000108679,ENSG00000108679.12,0.62233883,0.09270751,8915,0.9689164221280296,7001,-0.010906577,0.046441615,0.05734919,LGALS3BP,protein_coding,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564],17
ENSG00000126756,ENSG00000126756.11,0.98513675,0.064648725,9165,0.9960873818063254,5150,0.054364026,0.0028981566,0.05726318,UXT,protein_coding,ubiquitously expressed prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:12641],X
ENSG00000183978,ENSG00000183978.7,0.55454373,0.06456197,8811,0.9576133029018584,19919,-0.0066529512,0.05057013,0.05722408,COA3,protein_coding,cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990],17
ENSG00000044115,ENSG00000044115.20,0.53390586,0.06690197,8808,0.9572872513857188,8752,0.0380733,0.01911813,0.05719243,CTNNA1,protein_coding,catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509],5
ENSG00000136897,ENSG00000136897.7,0.43561062,0.07195328,8310,0.9031626997065536,6836,-0.026808202,-0.030360311,0.057169512,MRPL50,protein_coding,mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654],9
ENSG00000136950,ENSG00000136950.13,1.2769525,0.08546271,9193,0.9991305292902946,2179,-0.02137041,-0.035746336,0.057117745,ARPC5L,protein_coding,actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366],9
ENSG00000163535,ENSG00000163535.17,0.23585004,0.06312914,5646,0.6136289533746332,12728,-0.009531707,0.047519177,0.057051882,SGO2,protein_coding,shugoshin 2 [Source:HGNC Symbol;Acc:HGNC:30812],2
ENSG00000188529,ENSG00000188529.14,0.60697675,0.06851392,8936,0.9711987827410064,5695,-0.032515585,0.024448752,0.056965336,SRSF10,protein_coding,serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713],1
ENSG00000105379,ENSG00000105379.9,1.0200627,0.09824667,9179,0.99760895554831,12427,0.042389154,0.014529467,0.05691962,ETFB,protein_coding,electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482],19
ENSG00000042493,ENSG00000042493.15,0.6845991,0.087152354,8980,0.9759808716443864,13545,-0.023320436,-0.033401072,0.056722507,CAPG,protein_coding,"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]",2
ENSG00000147140,ENSG00000147140.15,0.65040535,0.065851904,9007,0.9789153352896424,10818,-0.024468899,0.032247722,0.05671762,NONO,protein_coding,non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871],X
ENSG00000196352,ENSG00000196352.15,0.42305917,0.066677324,8240,0.8955548309966308,6512,0.027179837,0.029486239,0.056667075,CD55,protein_coding,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665],1
ENSG00000168303,ENSG00000168303.7,0.5161292,0.0642728,8741,0.9500054341919356,21417,0.029580534,0.026720107,0.05630164,MPLKIP,protein_coding,M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002],7
ENSG00000162613,ENSG00000162613.16,0.40269053,0.061492268,8193,0.8904466905771112,1158,-0.03232816,0.023842245,0.056171402,FUBP1,protein_coding,far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004],1
ENSG00000125520,ENSG00000125520.13,0.5536225,0.071268596,8686,0.9440278230627106,3421,-0.0133193135,0.042825997,0.05614631,SLC2A4RG,protein_coding,SLC2A4 regulator [Source:HGNC Symbol;Acc:HGNC:15930],20
ENSG00000119820,ENSG00000119820.10,0.49068302,0.06026844,8675,0.9428323008368656,18575,0.03422329,0.021782279,0.056006566,YIPF4,protein_coding,Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145],2
ENSG00000163956,ENSG00000163956.11,0.5623427,0.069221094,8832,0.9598956635148354,19342,-0.021009982,-0.03496158,0.05597256,LRPAP1,protein_coding,LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701],4
ENSG00000151929,ENSG00000151929.9,0.37458768,0.0602111,7890,0.8575154874470167,19660,-0.040235788,-0.015625864,0.05586265,BAG3,protein_coding,BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939],10
ENSG00000138182,ENSG00000138182.14,0.420677,0.10528938,7479,0.8128464297358983,19990,-0.03707385,0.018765986,0.055840835,KIF20B,protein_coding,kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212],10
ENSG00000169021,ENSG00000169021.5,1.173425,0.075056694,9189,0.9986957939354418,7731,-0.0021195412,0.053561807,0.055682346,UQCRFS1,protein_coding,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]",19
ENSG00000172239,ENSG00000172239.13,0.7030717,0.0683902,9023,0.9806542767090534,18703,-0.007663846,0.047944248,0.055609092,PAIP1,protein_coding,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945],5
ENSG00000165416,ENSG00000165416.14,0.47960088,0.060831293,8577,0.9321812846429736,20144,-0.022510529,0.033011287,0.055522814,SUGT1,protein_coding,SGT1 assembly cochaperone of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:16987],13
ENSG00000142168,ENSG00000142168.14,1.8759898,0.06704187,9198,0.9996739484838604,22136,-0.002665639,0.052788377,0.055455014,SOD1,protein_coding,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179],21
ENSG00000136819,ENSG00000136819.15,0.6716081,0.06631507,9031,0.9815237474187588,13073,-0.0521698,-0.0032579899,0.055428788,C9orf78,protein_coding,chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932],9
ENSG00000198818,ENSG00000198818.9,0.94492126,0.070183925,9166,0.9961960656450386,5089,0.013657391,0.041748762,0.05540715,SFT2D1,protein_coding,SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102],6
ENSG00000153147,ENSG00000153147.5,0.44323102,0.06297258,8362,0.9088142593196392,11501,-0.034276783,0.021090627,0.05536841,SMARCA5,protein_coding,SNF2 related chromatin remodeling ATPase 5 [Source:HGNC Symbol;Acc:HGNC:11101],4
ENSG00000025708,ENSG00000025708.13,0.49530596,0.08300305,8475,0.9210955330942288,16635,-0.030681044,-0.024660945,0.055342987,TYMP,protein_coding,thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148],22
ENSG00000082898,ENSG00000082898.16,0.46383026,0.06033214,8522,0.9262036735137484,7952,-0.031445235,0.023867548,0.05531378,XPO1,protein_coding,exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825],2
ENSG00000132963,ENSG00000132963.7,1.4011661,0.08163016,9198,0.9996739484838604,6284,0.033020377,0.02227974,0.055301115,POMP,protein_coding,proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330],13
ENSG00000146054,ENSG00000146054.17,0.37326494,0.06380995,7858,0.8540376046081948,10891,-0.051697522,0.0036025345,0.055301055,TRIM7,protein_coding,tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278],5
ENSG00000213639,ENSG00000213639.9,0.79113656,0.11374761,9064,0.985110314096294,14030,0.020457566,0.0348109,0.055269465,PPP1CB,protein_coding,protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282],2
ENSG00000014216,ENSG00000014216.15,0.77804804,0.06803568,9111,0.9902184545158136,7082,-0.03234923,-0.022838712,0.05518894,CAPN1,protein_coding,calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476],11
